row_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,target
6318,0.09904365081773475,-0.46157445381853024,-0.6291440787853548,2.188590028012568,1.1547497674836034,0.8180494754707731,0.5768738231485036,-0.6005223022293402,0
741,-0.4297196952363759,-1.5240686483499986,-0.971706186646382,1.246818805031876,0.44665253614635525,0.42601262523371464,1.4835453938897245,0.5385205989728569,0
3782,2.805545495524057,-0.5937873129342431,0.04537651920045742,-1.3998606781840635,0.1988883017714522,-0.7705393918216593,2.4454843111117044,-0.3624278785692598,0
7851,-5.110375482474914,1.5489761048917798,-0.7099696689419628,0.31534070950576576,-1.0055475293436456,-1.7417203614146481,-0.2413674088442631,2.0114138206735106,0
2964,-2.8177415107916723,0.8142899184241691,-0.5473272838823964,0.3392062216700314,0.27965007512256507,1.0721487856325556,1.3716656652767312,2.525702760433383,0
6809,0.02043604976923244,-0.9847669053502424,3.1678795047734867,1.6974434367324571,0.03674917141763307,0.07893042619655533,1.483627519097107,-0.20243812749626774,1
3961,0.19090438312980687,0.2510908168704887,-0.9202854914399287,-0.8712949889044659,0.07430135843971569,0.6958786638811174,1.1610515386778948,0.6985165615125104,1
5309,0.3468245236098679,1.254482733257419,0.3909626919223667,-0.9268797399024953,-2.521345496972766,-1.0022798574822152,-0.00024895740471170356,1.0499303866651288,0
3396,2.5701649604170167,-1.408647636523993,-0.23416627843578255,0.29453344676061616,0.4383550863908384,-1.0711458102090152,0.5690803820357198,-1.4055983049999126,1
2486,1.8257309504273596,-1.3817731889872842,0.8354903147296584,0.8270103965962763,0.3850612715548103,-0.4851773412095032,-1.0253383589342158,1.3126136152206755,1
5034,-3.049031475062986,1.9673487320242142,-1.824244418425432,3.1376651502265784,-1.2517714862656701,1.1344288363294823,-0.4261236373256898,0.6548920237744976,0
4569,0.4559571615758478,-1.807421782409798,-0.31999895413536955,0.6238907121763072,-0.381237863437705,-0.2337863497601189,1.378826759403323,0.6812974715977342,1
4375,0.9573892275127432,-0.255267827217595,-1.9032631646625446,-0.005164767040276748,0.44880541791575546,0.40046548435551205,-0.8866910835305408,0.305454639143576,0
4140,1.6750194277566082,1.3410161622370942,2.7101676687114926,-0.7135795915678023,-1.0977610903661825,1.4929750502033075,-0.4902519557024698,0.3235889315789201,1
2095,-0.9152961746267384,-0.2934469807598656,2.111041389549511,-0.18486995307993387,-1.0485344861148491,0.22383534194367807,-1.4616506942906642,-1.566469689226949,0
436,4.048483900623722,-0.6476940327340776,0.7943137729107597,-0.948038001271631,-0.749569855661286,0.8155868703296908,0.8727720654502952,-1.4713902857774608,0
