row_id,efficiency_standard,scoring_impact_standard,eff_times_minutes_standard,eff_per_point_standard,plus_minus_standard,blocks_standard,target
6782,-0.4502754807859138,-0.6634435309112898,-0.687263316414234,0.3448888133892005,-0.8820088134534271,0.46421839881351007,0
4553,0.6653656717366646,0.7518526639927706,0.7990622972965497,-0.4831243389320839,0.7427899454373577,-0.922658145359632,1
3801,0.1075450954753754,-0.13736303741076733,-0.1177555822338385,0.11663072340777482,-1.6319159329414814,0.46421839881351007,0
7385,-1.1475512011125253,-1.0498566367568063,-1.0608673246817388,-0.11943106195763077,-0.8820088134534271,-0.922658145359632,0
469,0.1075450954753754,0.07679362366024181,-0.17756689678246435,-0.43865097625857735,0.4928209056080062,-0.922658145359632,0
2716,-1.0080960570472028,-1.0079564204603044,-0.8054412277687657,0.18101121032561315,0.4928209056080062,-0.922658145359632,0
2433,-1.1475512011125253,-1.3105690937128174,-1.380438889371499,3.245522387614699,-0.2570862138800483,-0.922658145359632,0
5999,0.8048208158019868,0.8403086761742744,0.5653069665243833,-0.3408095783768633,-0.8820088134534271,0.46421839881351007,1
643,0.38645538360602,0.34216166020475314,0.5020283293932283,-0.3491810348801111,-1.7569004528561571,0.46421839881351007,0
3567,-1.1475512011125253,-1.0498566367568063,-1.0325508569244182,-0.11943106195763077,-0.6320397736240756,0.46421839881351007,0
2117,0.1075450954753754,-0.3515196984817765,0.3673806357716836,0.8570063229629117,-1.2569623731974542,0.46421839881351007,0
35,1.781006824259243,2.763063046224856,2.229910749686869,-0.820463030618533,1.117743505181385,-0.922658145359632,1
8690,1.0837311039326314,1.017220700537282,1.56967474126363,-0.05618005726642155,0.6178054255226819,-0.922658145359632,1
2972,-0.17136519265526917,-0.46325360860578124,0.07785920013050825,0.4063429145380458,-1.2569623731974542,0.46421839881351007,0
2174,0.2470002395406977,-0.07218492317176455,-0.34082000170987387,0.3097721841612886,-0.13210169396537258,0.46421839881351007,1
2579,-0.31082033672059145,-0.14667419658776773,-0.4933821953411517,-0.9456473107365512,-1.1319778532827784,0.46421839881351007,0
2281,2.19937225645521,2.9632529685303646,2.425525532051216,-0.3736514461972989,-1.5069314130268057,0.46421839881351007,1
5933,0.2470002395406977,-0.07218492317176455,-0.13278064675813117,0.3097721841612886,0.11786734586397894,0.46421839881351007,0
8502,1.2231862479979538,1.1056767127187856,1.844748999477601,0.08613470328879902,-0.7570242935387513,3.2379714871597938,1
5906,-1.4264614892431697,-1.4129918446598217,-1.3879514216336453,3.7863184777245382,2.2426041844134668,-0.922658145359632,0
4529,-1.0080960570472028,-0.9381227266328015,-1.0958294940555733,-0.2696521980992527,-0.13210169396537258,-0.922658145359632,0
7611,0.5259105276713423,0.3002614439082513,0.7311605633886892,0.06834535821939652,0.11786734586397894,-0.922658145359632,1
2488,0.38645538360602,-0.007006808932761768,-0.3575787275254308,0.502913644914803,0.7427899454373577,0.46421839881351007,1
3712,-0.4502754807859138,-0.574987518729786,-0.3249281065399491,-0.044320493886820085,-0.13210169396537258,-0.922658145359632,0
5848,0.9442759598673092,0.25370564802324935,0.9530692086705479,1.2754794879288587,-0.8820088134534271,3.2379714871597938,1
4163,0.8048208158019868,0.4492399907402577,0.7999291279421824,0.4063429145380458,0.6178054255226819,0.46421839881351007,1
4336,-0.7291857689165584,-0.8450111348627976,-0.7699011712978432,0.271143892010586,0.4928209056080062,0.46421839881351007,0
5127,-0.7291857689165584,-0.9241559878673009,-0.4800907921081236,0.7818957548921004,-0.13210169396537258,0.46421839881351007,0
8577,-0.31082033672059145,-0.7053437472077916,-0.2680062274767638,1.0823380271753442,-1.38194689311213,-0.922658145359632,0
8345,0.38645538360602,0.34216166020475314,0.5236990955340345,-0.3491810348801111,0.7427899454373577,-0.922658145359632,1
4583,1.6415516801939205,1.3710447492632971,1.5534939025451613,0.5130789849544614,-0.6320397736240756,1.851094942986652,1
2106,0.6653656717366646,0.24905006843474917,0.47920178905824545,0.5415419370655056,-0.5070552537093999,-0.922658145359632,1
4688,-0.031910048589946886,-0.2025411516497701,0.04231914365958566,-0.07651073734573895,-0.5070552537093999,0.46421839881351007,1
1231,0.8048208158019868,0.18852753378424658,0.3711369019027566,1.0823380271753442,1.117743505181385,1.851094942986652,1
6351,-1.2870063451778475,-1.2128019223543132,-1.5038177845998244,0.6960551056683167,-0.2570862138800483,0.46421839881351007,0
8443,-0.31082033672059145,-0.42600897189777964,-0.4009202598070438,-0.16565295000120656,-1.0069933333681027,0.46421839881351007,0
4663,0.9442759598673092,1.3338001125552954,1.4893484347683732,-0.7612850072900155,-1.38194689311213,-0.922658145359632,1
406,-0.17136519265526917,-0.16995209453026872,0.12033390176648917,-0.5400502431541724,2.3675887043281425,0.46421839881351007,1
7370,0.1075450954753754,-0.030284706875262763,0.31421502283957164,-0.1795195164142793,0.7427899454373577,0.46421839881351007,1
8540,-0.7291857689165584,-0.6867214288537907,-0.8779660584533316,-0.4949839023116854,-0.2570862138800483,-0.922658145359632,0
3788,0.1075450954753754,-0.5656763595527856,-0.1244012838503527,1.893532162340102,1.3677125450107366,1.851094942986652,1
1268,0.9442759598673092,0.5237292641562609,0.4084106196649438,0.5753416926973705,-0.2570862138800483,0.46421839881351007,1
6671,0.2470002395406977,-0.07218492317176455,0.38731774062122587,0.3097721841612886,-0.6320397736240756,-0.922658145359632,0
393,0.6653656717366646,0.7518526639927706,0.8536726279713823,-0.4831243389320839,-0.5070552537093999,-0.922658145359632,1
594,-0.7291857689165584,-0.9241559878673009,-0.6765724051181028,0.7818957548921004,2.117619664498791,-0.922658145359632,0
5048,0.2470002395406977,0.3747507173242545,0.10299728885384428,-0.7203156065241186,0.9927589852667092,-0.922658145359632,0
4341,-0.4502754807859138,-0.48653150654828226,-0.2810086871612477,-0.3736514461972989,-2.881761132088239,0.46421839881351007,0
2918,0.8048208158019868,0.7099524476962689,0.6785728375536655,-0.11943106195763077,-2.6317920922588875,-0.922658145359632,0
4416,0.8048208158019868,0.4492399907402577,0.26596145023270934,0.4063429145380458,0.36783638569333044,-0.922658145359632,1
2410,-1.0080960570472028,-0.7984553389777955,-1.2865322360946707,-0.9456473107365512,-1.2569623731974542,-0.922658145359632,0
4158,1.362641392063276,1.9390254590603213,1.5014840638072258,-0.7203156065241186,1.617681584840088,0.46421839881351007,1
3485,-1.2870063451778475,-1.0312343184028054,-1.3460546070947528,-0.8104482882090914,-1.0069933333681027,-0.922658145359632,0
2335,-0.7291857689165584,-0.7658662818582942,-0.9369105423563253,-0.1467439958015622,-1.6319159329414814,-0.922658145359632,0
6959,-1.0080960570472028,-1.1476238081153105,-1.078492881142928,1.4686209486823718,-0.8820088134534271,0.46421839881351007,0
500,-1.8448269214391366,-1.3431581508323187,-1.4945715910464135,-0.849076580359794,0.36783638569333044,-0.922658145359632,0
3375,-0.4502754807859138,-0.6634435309112898,-0.2864986145835853,0.3448888133892005,0.7427899454373577,-0.922658145359632,1
6442,-0.031910048589946886,0.104727101191243,-0.21195117905921096,-0.8263540555652631,0.6178054255226819,0.46421839881351007,1
2690,-1.1475512011125253,-0.7239660655617923,-1.0770481634002076,-1.6216424233738498,-1.5069314130268057,-0.922658145359632,0
4938,0.38645538360602,0.22577217049224818,0.2925442566987651,-0.1006534199399281,0.2428518657786547,-0.922658145359632,0
