row_id,PC1,PC2,PC3,PC4,PC5,target
6318,0.37943234012121607,2.4137190989766837,0.22715162564695035,0.4156694273760806,0.31327830929348943,0
741,-2.4879499175973248,1.7671865552775317,-1.3501060100641633,1.8255843999475676,-0.8560874228346655,0
3782,6.336645103086097,-1.7632272208903101,-3.4644156452958432,3.3723001303659235,-0.9945419711062753,0
7851,-11.134628235457324,-3.9886058905510344,1.034438875322397,-3.0854095027385893,-0.9453257657293878,0
2964,-7.6516632051607125,3.362927685772766,4.9651313779413,0.3401513529303868,-0.7309347665623522,0
6809,1.6658538272172407,-0.2915144278229662,-1.2595345642948754,2.9657934554369625,4.118014448585599,1
3961,1.712027568561581,2.098472406060535,1.6415741083283306,2.0613288557352254,-3.591180628259729,1
5309,3.209817623492137,-4.16156709818741,1.6575502134995563,1.0311179967812185,-0.24757293596595664,0
3396,6.16469518590092,-2.4189352755458415,-5.384075046348771,0.6499943754685686,-0.9392630165350067,1
2486,5.943058291966379,0.791035267119073,-1.8158523805163282,-2.888498967586583,2.4814873484463793,1
5034,-8.584190675300498,0.5153759626615666,3.5715208503315417,0.6284578089186592,-0.618432719105988,0
4569,1.234010866399208,0.08804200689505626,-3.2586175634416716,2.214541657452747,-1.1781977382485067,1
4375,1.1720344775394569,2.8742051170389202,-2.193282115268925,-2.062289752665497,-3.8914244574657433,0
4140,7.696633227865236,1.8768315402271916,2.668693025070434,2.334629412255066,2.9946373340815096,1
2095,-1.279748164435997,-2.5454399945066886,-0.2442997386697896,0.8245234089050566,3.7653702606007067,0
436,9.914809002423825,-0.44419681857366466,-0.5497477597744305,3.837736739307651,0.6850815149347507,0
5361,1.1697500055578285,0.733396314543477,-1.3870657076688977,2.0310263276655904,1.669522918372781,0
6000,-9.389133841480586,1.3662439137837947,5.07563193221474,1.375221947070103,-2.054833231911333,0
309,6.9666209786338325,-3.0195295946692653,-2.66414699737555,-0.8023684710368144,3.0799672044516444,1
8830,3.8050825758693865,3.466793026163779,4.426827104300758,-4.789475374574952,-1.4293264794759986,1
