row_id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,target
6318,0.020142443708270785,-0.19449480841112843,0.4089003863170164,-0.20095188948079837,-0.12999064165207597,0.2231337493143064,0.021430484237516256,0.1813955777759243,-0.10757560114404408,0
741,0.12526821465969834,-0.4084977290633077,0.1731326723781499,0.15060780601278045,-0.05596011348781105,0.1761636082840632,-0.10980362673560567,0.08016362020997642,0.11621357296241197,0
3782,-0.6084841886346987,-0.05358046048453324,-0.10409759997847867,0.14492043577871,-0.24712066321623022,-0.15174016651816313,0.40299475929673434,-0.09716130188227451,-0.07031575557212066,0
7851,0.8361817436797482,0.22447512287008076,-0.2075041318285652,-0.09516768213129373,-0.2377516991771073,-0.10611933398731677,-0.1683518284277158,-0.2955347600831414,0.23004199006584214,0
2964,0.5098279878444681,-0.056403780120963164,-0.20060628073899112,0.10215740464059653,0.07823288577681875,-0.049672942181867574,-0.21108907082409267,0.05879857807959388,0.3475668083310415,0
6809,0.1799638267118266,-0.009068351253063,-0.022053352977480012,-0.22919918330787112,-0.04464005923395342,0.4093179764684143,0.15081389815454427,-0.011548397083732787,-0.0382237243921798,1
3961,0.04097108711007946,-0.03619443005985555,-0.17058759003239476,0.19788937677671242,0.31915743989696643,-0.024451354281058824,-0.05519149393973266,-0.009214511481529769,0.17688288394107576,1
5309,0.03820010511184263,0.291638924748608,-0.06437901571673921,0.2506831390000593,0.1243174999710861,-0.0010214002031986302,0.004938174449869104,-0.4040953424394897,0.17932262676611777,0
3396,-0.7841533341638375,-0.1367101504464807,-0.08870771788536902,-0.3686745994948875,-0.39682165408685494,-0.16184943357239334,0.10395921333736169,-0.02638795110189479,-0.16700762059455665,1
2486,-0.1653221703289598,-0.3241103122154295,0.1590219405997807,0.2613907548321865,0.11307015827746913,0.22622870460044964,0.05344600595782256,-0.030405462231439,-0.009770661134692604,1
5034,0.4399303896703265,-0.05518674377865273,0.31292658699900855,0.09184369744458454,-0.3275392924858403,0.028726076830805303,-0.26815201808281397,0.045927966981570825,0.1853560662049576,0
4569,0.025645857874582012,-0.30141585489642253,-0.016199413973233434,-0.07309252749502648,0.12554860638801768,0.16059332617924227,0.07699825091497181,-0.1482861571515593,0.22226778448193496,1
4375,-0.15770867004163214,-0.0638054904462885,0.3576936722759134,-0.202103930382516,0.06244395729185237,-0.037015131372591825,0.16137025533370264,0.024221259833864334,0.07469086626391452,0
4140,-0.09624955703233251,0.3043332123767649,-0.12449291668283635,0.19213862149014388,0.2784407539252528,0.21096603359685306,0.06542001371752715,0.11587861776248701,0.11479535201716873,1
