row_id,prediction
1,0.026303446354056983
2,0.21592352501196724
3,0.665915357491036
4,0.020449362754346265
5,0.016753630940301266
6,0.4447467424655451
7,0.17640345710216868
8,0.8829052274325085
9,0.7133505099191065
10,0.928152212716629
11,0.031225430079034215
12,0.2915595069946593
13,0.9407315867071004
14,0.054776955811311465
15,0.9484551316413612
16,0.6522651365208008
17,0.8764658544658395
18,0.10225530314097522
19,0.01696681542653795
20,0.19090135036115402
21,0.9529635585067523
22,0.04169218956706855
23,0.8110166763933009
24,0.3197245015001171
25,0.015231216870148973
26,0.8130936853480011
27,0.6476958274893038
28,0.1260162648747825
29,0.4002347139434895
30,0.775638679743243
31,0.027407960052571567
32,0.01772772301087092
33,0.17640345710216868
34,0.048673776581139576
35,0.05962085281652899
36,0.20425797380717886
37,0.5236435475374469
38,0.015856217204645695
39,0.04011067689611152
40,0.649462017682273
41,0.300801476338321
42,0.01662239215530256
43,0.8361968035989944
44,0.7041189975458344
45,0.02152139978472398
46,0.4663566915087879
47,0.023381538118522473
48,0.4176663493938395
49,0.17717131033068712
50,0.5128977009697677
51,0.02280860345268893
52,0.9362193445283452
53,0.9575723473158582
54,0.019492424038400426
55,0.9258302299095652
56,0.09737012186697545
57,0.5471985126015941
58,0.5870295467985467
59,0.06058334451857654
60,0.8304331049301952
61,0.862760363798621
62,0.9210662614340941
63,0.08497581483152705
64,0.6118248165037914
65,0.039495860457959865
66,0.4201754230621981
67,0.037446430345946115
68,0.015374095824226733
69,0.7506386410377435
70,0.04520969017114589
71,0.022079817827915033
72,0.8749960266337689
73,0.45713640423610086
74,0.03160313298397201
75,0.016046278572612913
76,0.8052814384743302
77,0.01662239215530256
78,0.08581983648955328
79,0.4273373077395806
80,0.36505248032254606
81,0.158900298632891
82,0.9332896896625683
83,0.593767604698153
84,0.13685372222725029
85,0.8141253535835422
86,0.6382011561933845
87,0.029566972351809048
88,0.29019134485786474
89,0.05401662188815561
90,0.02924422207301366
91,0.5546366783546823
92,0.02675231304565874
93,0.3335226197054949
94,0.8159831863103458
95,0.7760562391898266
96,0.2830690088069898
97,0.9701521872985848
98,0.16064521553540717
99,0.9559882481077785
100,0.961761193153054
101,0.22856155512596105
102,0.02280860345268893
103,0.12862246063999705
104,0.7505388389950215
105,0.015752563482541244
106,0.01773043743151541
107,0.024439082511269913
108,0.7440477266940246
109,0.019614774388957434
110,0.14234437834935662
111,0.7409848813207994
112,0.8731065032615467
113,0.8944808761074965
114,0.02532794766575655
115,0.9323267979825803
116,0.04030603657829267
117,0.2043080918788586
118,0.6938901261658582
119,0.8488911321681618
120,0.6058887326110355
121,0.6984347282636111
122,0.951657671936958
123,0.9495941460520937
124,0.08078041062486123
125,0.9532389267872527
126,0.43594709387864833
127,0.8651925180678361
128,0.07397527214567155
129,0.01487697142637088
130,0.7343837639686268
131,0.9254101762213345
132,0.6942895453464112
133,0.19076446562485444
134,0.5308397090236797
135,0.03671204090983881
136,0.11447030679509945
