row_id,efficiency_standard,eff_times_minutes_standard,plus_minus_standard,eff_per_min_standard,eff_per_point_standard,scoring_impact_standard,target
6318,0.11213937217156413,-0.0956224596232603,0.8689489865036929,0.24368484558620598,0.44130841440644675,-0.2394858032732227,0
741,-0.30613215932658605,-0.39878710574833254,1.2423856095012409,-0.18277196997693018,-0.1680458517225631,-0.4208860567276942,0
3782,0.669834747502431,0.8014443292921108,2.1137377298288533,-0.20302809107014055,-0.9897508469571377,1.1326443190106001,0
7851,-1.83979444148647,-1.466654948867629,-0.2513608824889515,-1.2088492763881653,1.7107964688418849,-1.4627746919533766,0
2964,-0.8638275346574529,-0.8450084723995351,0.9934278608362089,-0.5218744416114128,1.050662680535457,-1.0348561453428284,0
6809,0.25156321600428083,-0.5398208019437902,1.2423856095012409,2.5444776955089043,-0.005551380754827013,0.04424279828377117,1
3961,0.11213937217156413,0.43614393586781025,0.7444701121711769,-0.9235081999248476,-0.18158705763654104,-0.025526529967948634,1
5309,0.39098705983699755,0.21534528034869188,-1.122713002816564,0.25895361807325007,0.170484296126887,0.11401212653549098,0
3396,0.669834747502431,0.7312164846701924,0.9934278608362089,-0.07872916617998674,-0.8354338574829077,1.0070595281575045,1
2486,0.669834747502431,0.10696897691980523,-0.2513608824889515,1.4194872084959984,-0.26960489607739835,0.6303051555982175,1
5034,-1.0032513784901695,-1.0504899437007043,-1.371670751481596,-0.0702010675081063,3.6911978337611684,-1.2813744384989052,0
4569,0.11213937217156413,0.11708409857316798,0.9934278608362089,-0.2991588352413076,-0.6579188891988262,0.18843274333732543,1
4375,0.11213937217156413,0.6953800536697072,-0.5003186311539836,-1.3152588238714091,-0.4346383431540053,0.0814531066846884,0
4140,1.088106279000581,0.34973189660051135,-1.371670751481596,2.0247449105843036,0.170484296126887,0.8814747373044088,1
2095,-0.16670831549386933,-0.6239208134046064,-1.8695862488116601,1.2179236871102772,-0.26960489607739835,-0.262742246023796,0
436,1.3669539666660147,1.2265684422091574,-0.0024031338239194067,0.7548667919521492,-0.7096940882816837,1.9419685267305498,0
5361,0.11213937217156413,-0.1620932590596441,0.9934278608362089,0.4414848528047298,-0.18158705763654104,-0.025526529967948634,0
6000,-1.282099066155603,-0.994712272869304,-0.9982341284840478,-1.4690356593957794,0.6734433729317844,-1.2069538216970706,0
