row_id,prediction_proba,prediction
1,0.01974255236169157,False
2,0.10732774442542971,False
3,0.5916820969606574,True
4,0.016123613294494764,False
5,0.014743557775878019,False
6,0.3836646455513637,False
7,0.1740977348347792,False
8,0.8326874340607501,True
9,0.828681282833211,True
10,0.9349150928537991,True
11,0.02582357581470087,False
12,0.3964505586073601,False
13,0.8754711422118321,True
14,0.06865482382426907,False
15,0.9209529483864533,True
16,0.738404132001127,True
17,0.8141183679823883,True
18,0.08969616653880202,False
19,0.01456277923023116,False
20,0.26441776565305086,False
21,0.9664127135419767,True
22,0.04388972516852073,False
23,0.877911701316988,True
24,0.2643499885303155,False
25,0.015926186688727268,False
26,0.6567658686316241,True
27,0.6049726163742289,True
28,0.13349980769551578,False
29,0.27527762285504426,False
30,0.841866551692204,True
31,0.03459267303228167,False
32,0.01710999807148805,False
33,0.17823157632800268,False
34,0.0626584619733651,False
35,0.06884169542697523,False
36,0.2788490523586576,False
37,0.7326776454058683,True
38,0.016123613294494764,False
39,0.051692160709876527,False
40,0.6655948738401969,True
41,0.48322510963032794,False
42,0.018928714162225264,False
43,0.8119694946100746,True
44,0.8299383080053516,True
45,0.01947505571856081,False
46,0.4011650476042873,False
47,0.01456277923023116,False
48,0.6161821586615448,True
49,0.27847223667865556,False
50,0.6567658686316241,True
51,0.018374652228635505,False
52,0.8887805330524327,True
53,0.9435972238092554,True
54,0.014743557775878019,False
55,0.9298828954846781,True
56,0.09163722790397573,False
57,0.7291126592076321,True
58,0.5108742689276623,True
59,0.05861692054288655,False
60,0.8659987961747733,True
61,0.818342923517257,True
62,0.9432976621351757,True
63,0.11443200703165551,False
64,0.8046953750215506,True
65,0.03811172801861572,False
66,0.40546668620508974,False
67,0.01947505571856081,False
68,0.01710999807148805,False
69,0.6638257870579515,True
70,0.044124611874488295,False
71,0.02582357581470087,False
72,0.8201049863806862,True
73,0.5980977829989554,True
74,0.03961281765302567,False
75,0.01710999807148805,False
76,0.7265324877541556,True
77,0.019887245781208113,False
78,0.12588073706544484,False
79,0.3360169419318692,False
80,0.4541459185003244,False
81,0.14479698266104912,False
82,0.942419548110384,True
83,0.38807760684477516,False
84,0.1865642843754303,False
85,0.6510328343299479,True
86,0.4761620368869329,False
87,0.032292092413470336,False
88,0.1865642843754303,False
89,0.061009195632585854,False
90,0.033268117985115905,False
91,0.665134498921124,True
92,0.029893244657165814,False
93,0.40546668620508974,False
94,0.6282012924926517,True
95,0.8068780875664062,True
96,0.43569780780062906,False
97,0.9743388168210735,True
98,0.22189005661739775,False
99,0.9718957202943065,True
100,0.9513427815224791,True
101,0.18474479018566492,False
102,0.019305678805056306,False
103,0.1701965801152019,False
104,0.8396274635411257,True
105,0.01456277923023116,False
106,0.01779848010577928,False
107,0.024758346588097814,False
108,0.6296751935945069,True
109,0.01456277923023116,False
110,0.20962301888871773,False
111,0.5409536970210416,True
112,0.9406473969740197,True
113,0.9202307047421975,True
114,0.023277928375094036,False
115,0.9435972238092554,True
116,0.03923714500245924,False
117,0.1478385442181586,False
118,0.7715707485063249,True
119,0.8019822552277094,True
120,0.7082578369328438,True
121,0.6016373300341551,True
122,0.9275272828220689,True
123,0.9713441128272778,True
124,0.10903931411187441,False
125,0.9266788016200053,True
126,0.6076892202623576,True
127,0.8046953750215506,True
128,0.06884169542697523,False
129,0.016123613294494764,False
130,0.6453627491776676,True
131,0.9344036528760994,True
132,0.6279694239418928,True
133,0.3149866052367195,False
134,0.6663385192408369,True
135,0.0426844224388414,False
136,0.08338500401929926,False
137,0.2748886975403501,False
138,0.85163619738006,True
139,0.0626584619733651,False
140,0.6236571881377376,True
141,0.058778194302906636,False
142,0.19273505583428224,False
143,0.9441653234517542,True
144,0.1865642843754303,False
145,0.7990584988669248,True
146,0.39614142621699494,False
147,0.6735715764974025,True
148,0.39469504441889525,False
149,0.08549581616615434,False
150,0.05139824603207286,False
151,0.7974879425670779,True
152,0.3950878647325188,False
153,0.01947505571856081,False
154,0.615823293798446,True
155,0.024758346588097814,False
156,0.1865381302155406,False
157,0.9716542637792713,True
158,0.8717833358788529,True
159,0.08289359305810196,False
160,0.1788458731491115,False
161,0.841005789357141,True
162,0.01788807684563463,False
163,0.49029005237028833,False
164,0.9388449260528476,True
165,0.015926186688727268,False
166,0.44941778087485806,False
167,0.11542624506148957,False
168,0.7436702394966197,True
169,0.7667202914912374,True
170,0.8431497939315986,True
171,0.01710999807148805,False
172,0.859840387488597,True
173,0.8110992835184699,True
174,0.019887245781208113,False
175,0.03967342973677464,False
176,0.01456277923023116,False
177,0.09438243227539335,False
178,0.12420988025005354,False
179,0.9680201227472016,True
180,0.018193419554589394,False
181,0.01815833396762656,False
182,0.01456277923023116,False
183,0.032292092413470336,False
184,0.877911701316988,True
185,0.08262270762910935,False
186,0.9258315298283859,True
187,0.041914638572108746,False
188,0.5690697747766065,True
189,0.39469504441889525,False
190,0.5340273878684847,True
191,0.166780257412191,False
192,0.024758346588097814,False
193,0.11066028944784992,False
194,0.6557461368734766,True
195,0.3178049680446739,False
196,0.08289359305810196,False
197,0.9782075291303698,True
198,0.017407257015054366,False
199,0.9713967106721519,True
200,0.62093697415837,True
201,0.058778194302906636,False
202,0.9783889746768393,True
203,0.460619395323077,False
204,0.03237530531581879,False
205,0.9733092514680232,True
206,0.024225323577081324,False
207,0.9272798836475435,True
208,0.01456277923023116,False
209,0.11918073014230428,False
210,0.8308749123339711,True
211,0.8400505248137623,True
212,0.040073486281396016,False
213,0.01456277923023116,False
214,0.018193419554589394,False
215,0.375728027350392,False
216,0.12232593924406013,False
217,0.10777819111635796,False
218,0.7384281879792339,True
219,0.01947505571856081,False
220,0.03419207622576038,False
221,0.056804214687275735,False
222,0.5999520544504537,True
223,0.13461236312626926,False
224,0.01779848010577928,False
225,0.5189369476180244,True
226,0.01969480656262081,False
227,0.4486300462541258,False
228,0.017407257015054366,False
229,0.017972729906401003,False
230,0.1654047295590081,False
231,0.023202045591344353,False
232,0.3953926080964477,False
233,0.11346437161614745,False
234,0.09438243227539335,False
235,0.9371076247331777,True
236,0.930247899484999,True
237,0.8601232226618436,True
238,0.08509721935446642,False
239,0.9431557577171281,True
240,0.9284039338316397,True
241,0.01947505571856081,False
242,0.840010829759328,True
243,0.024758346588097814,False
244,0.9434294253267504,True
245,0.9428542913437732,True
246,0.023934428135631375,False
247,0.6955009175082437,True
248,0.019070044399088895,False
249,0.47659115847328076,False
250,0.01993544862026457,False
251,0.6086939086064668,True
252,0.42664565541403426,False
253,0.01456277923023116,False
254,0.035007289784046214,False
255,0.06884169542697523,False
256,0.01710999807148805,False
257,0.8121269178718802,True
258,0.05498743360737189,False
259,0.7469840494376885,True
260,0.8020702728073118,True
261,0.24944669825758992,False
262,0.05517080932860138,False
263,0.33159138184579323,False
264,0.10589029377161485,False
265,0.29655571158207666,False
266,0.09438243227539335,False
267,0.017151587197810462,False
268,0.09964961911482222,False
269,0.017972729906401003,False
270,0.024758346588097814,False
271,0.9751753482553369,True
272,0.023277928375094036,False
273,0.9285134282168044,True
274,0.8352479468323005,True
275,0.7899716468136562,True
276,0.23329938095535857,False
277,0.9713967106721519,True
278,0.9202307047421975,True
279,0.3895634627722605,False
280,0.058778194302906636,False
281,0.4661175288529873,False
282,0.01882356322596025,False
283,0.5975451568916189,True
284,0.9455345015725908,True
285,0.7926555151125458,True
286,0.12420988025005354,False
287,0.015926186688727268,False
288,0.03876016045268119,False
289,0.5276955333750307,True
290,0.05120804037864269,False
291,0.42096711090580635,False
292,0.04981305472515649,False
293,0.6525010120876158,True
294,0.015926186688727268,False
295,0.02892953566389246,False
296,0.8805206834883592,True
297,0.03923714500245924,False
298,0.1741170092127029,False
299,0.975104374998141,True
300,0.46887169192299555,False
301,0.8019822552277094,True
302,0.16992817894433704,False
303,0.5188760056975379,True
304,0.20638930457923407,False
305,0.6616828468015381,True
306,0.29153067285547457,False
307,0.08549581616615434,False
308,0.8196592967400032,True
309,0.019305678805056306,False
310,0.807218295009414,True
311,0.01963479157760169,False
312,0.02374056029135692,False
313,0.027414228721885592,False
314,0.42960865719700086,False
315,0.35136937249436156,False
316,0.27048301412525344,False
317,0.05669578608672165,False
318,0.7242765014064746,True
319,0.061573513432084025,False
320,0.18030403044556098,False
321,0.9762969417088602,True
322,0.12662836365450675,False
323,0.8805206834883592,True
324,0.16440079870392005,False
325,0.7998750870255958,True
326,0.2788490523586576,False
327,0.014743557775878019,False
328,0.04935179300729189,False
329,0.5857778936734198,True
330,0.3439038704161528,False
331,0.25501632581723177,False
332,0.020313779778022522,False
333,0.9316163809390379,True
334,0.8399959140227571,True
335,0.023418717333083375,False
336,0.018374652228635505,False
337,0.5913639639183482,True
338,0.11626103356899707,False
339,0.01732184130816009,False
340,0.6704488373171744,True
