row_id,prediction_proba,prediction
1,0.01823686599911192,False
2,0.09758758493368348,False
3,0.6509421125235366,True
4,0.014543884574105327,False
5,0.014220826508643095,False
6,0.37564888104582694,False
7,0.1757453089824936,False
8,0.8595355489245302,True
9,0.8627324598523978,True
10,0.9383173498953215,True
11,0.020152225204059813,False
12,0.36351226240701723,False
13,0.9020089168067755,True
14,0.08260273021246663,False
15,0.9275742087324933,True
16,0.7928322721701712,True
17,0.8235218833147652,True
18,0.10397108633950018,False
19,0.01299697411442855,False
20,0.24831068693402367,False
21,0.9768684347580671,True
22,0.032185399384795255,False
23,0.8875795252226836,True
24,0.22020235426807983,False
25,0.013292604519389588,False
26,0.6311702703959786,True
27,0.6343308014970793,True
28,0.14730326360140095,False
29,0.2443127196713601,False
30,0.852653837288775,True
31,0.024638799945321206,False
32,0.016277362850365847,False
33,0.1799762870509956,False
34,0.0440307250944916,False
35,0.08212331476873716,False
36,0.23453665660004747,False
37,0.6372229772057861,True
38,0.014543884574105327,False
39,0.04083891932688881,False
40,0.6606769789500497,True
41,0.4248640321333455,False
42,0.01780453894332476,False
43,0.8305648004186194,True
44,0.8554101450249119,True
45,0.020965575440583296,False
46,0.4053883252859327,False
47,0.01299697411442855,False
48,0.5898510978007669,True
49,0.24985326923502368,False
50,0.6311702703959786,True
51,0.01780453894332476,False
52,0.891975413590665,True
53,0.958539553244712,True
54,0.01299697411442855,False
55,0.9294871685046344,True
56,0.10271714590607128,False
57,0.7453727019808906,True
58,0.4957386628735031,False
59,0.06573122403199258,False
60,0.886473889234099,True
61,0.8380347407338499,True
62,0.9286237629824761,True
63,0.12307483063440042,False
64,0.8219690488138777,True
65,0.029195837745802356,False
66,0.39077852485553793,False
67,0.020965575440583296,False
68,0.016277362850365847,False
69,0.6317887541095233,True
70,0.02896945775417781,False
71,0.020152225204059813,False
72,0.8405818806951543,True
73,0.581649852139325,True
74,0.029195837745802356,False
75,0.016277362850365847,False
76,0.7515460802108757,True
77,0.021486625177958574,False
78,0.11299475095511423,False
79,0.3153281785783692,False
80,0.5111012832949419,True
81,0.1603403405646619,False
82,0.9407158174769377,True
83,0.4537660625705273,False
84,0.18817063233113457,False
85,0.6741938061709218,True
86,0.43441133595606163,False
87,0.025423977333901168,False
88,0.18183975303281008,False
89,0.06358918168126354,False
90,0.02599482892554259,False
91,0.7346025202595836,True
92,0.022219718178269277,False
93,0.39077852485553793,False
94,0.7406369369102882,True
95,0.8380093514854371,True
96,0.38496576354689493,False
97,0.9726443841797676,True
98,0.21646888428813718,False
99,0.9724880497803854,True
100,0.9446857526789947,True
101,0.17690983792521828,False
102,0.019389637255537197,False
103,0.17062233334423446,False
104,0.8675529136434982,True
105,0.01299697411442855,False
106,0.01733055257474864,False
107,0.020965575440583296,False
108,0.7366732633348115,True
109,0.01299697411442855,False
110,0.22066788084405242,False
111,0.5487780237316928,True
112,0.9421477702299158,True
113,0.9327072055646374,True
114,0.024435720392598975,False
115,0.958539553244712,True
116,0.029195837745802356,False
117,0.17062233334423446,False
118,0.8253711540848803,True
119,0.8268319372263466,True
120,0.7439095175017817,True
121,0.5816601061453545,True
122,0.939099865759219,True
123,0.972384857352004,True
124,0.11598069218507437,False
125,0.9339012173457802,True
126,0.5469194892844863,True
127,0.8248758799955921,True
128,0.08260273021246663,False
129,0.014543884574105327,False
130,0.6317887541095233,True
131,0.9372556653158912,True
132,0.7346025202595836,True
133,0.32545756098601797,False
134,0.6934696175239426,True
135,0.031507558949834875,False
136,0.09875014642134984,False
137,0.2518046444844491,False
138,0.880258071194408,True
139,0.041429087543549965,False
